,lemma,pos,synset_cnt,p_cnt,ptr_symbol,sense_cnt,tagsense_cnt,synset_offset
0,'tween,r,1,0,[],1,0,['00250898']
1,'tween_decks,r,1,0,[],1,0,['00498293']
2,a.d.,r,1,0,[],1,0,['00001837']
3,a.k.a.,r,1,0,[],1,0,['00270446']
4,a.m.,r,1,1,;,1,0,00251304
5,a_bit,r,1,0,[],1,1,['00033663']
6,a_cappella,r,1,0,[],1,0,['00001740']
7,a_fortiori,r,1,0,[],1,1,['00063483']
8,a_good_deal,r,1,0,[],1,0,['00059171']
9,a_great_deal,r,2,0,2,1,00059171,00059413
10,a_hundred_times,r,1,0,[],1,1,['00359932']
11,a_la_carte,r,1,0,[],1,0,['00257981']
12,a_la_mode,r,1,0,[],1,0,['00498182']
13,a_little,r,1,0,[],1,1,['00033663']
14,a_lot,r,1,0,[],1,1,['00059171']
15,a_million_times,r,1,0,[],1,0,['00344659']
16,a_posteriori,r,1,1,!,1,0,00251525
17,a_priori,r,1,1,!,1,0,00251611
18,a_trifle,r,1,0,[],1,1,['00033663']
19,ab_initio,r,1,0,[],1,0,['00103194']
20,aback,r,2,0,2,0,00075739,00075656
21,abaft,r,1,0,[],1,0,['00275409']
22,abaxially,r,1,2,"['!', '\\']",1,0,['00512503']
23,abeam,r,1,0,[],1,0,['00075881']
24,abed,r,1,0,[],1,1,['00229216']
25,abjectly,r,1,1,\,1,0,00264339
26,ably,r,1,1,\,1,1,00185172
27,abnormally,r,1,1,\,1,1,00227171
28,aboard,r,4,1,[';'],4,2,"['00249878', '00249736', '00250056', '00249964']"
29,abominably,r,2,1,['\\'],2,0,"['00309632', '00055101']"
30,aborad,r,1,2,"['!', '\\']",1,0,['00172875']
31,abortively,r,1,1,\,1,0,00264475
32,about,r,7,0,[],7,7,"['00007015', '00071840', '00071165', '00072329', '00072201', '00358114', '00073033']"
33,above,r,2,1,['!'],2,2,"['00079947', '00080169']"
34,above_all,r,2,0,2,1,00150671,00158190
35,aboveboard,r,1,0,[],1,0,['00314384']
36,abreast,r,1,0,[],1,0,['00250484']
37,abroad,r,3,0,[],3,3,"['00104003', '00263180', '00181676']"
38,abruptly,r,1,1,\,1,1,00061528
39,absently,r,1,1,\,1,1,00066190
40,absentmindedly,r,1,1,\,1,1,00066190
41,absolutely,r,2,1,['\\'],2,1,"['00008997', '00007488']"
42,abstemiously,r,1,1,\,1,0,00264555
43,abstractedly,r,1,1,\,1,0,00066190
44,abstractly,r,1,2,"['!', '\\']",1,0,['00197947']
45,abstrusely,r,1,1,\,1,0,00264759
46,absurdly,r,1,1,\,1,0,00301039
47,abundantly,r,1,1,\,1,0,00214554
48,abusively,r,1,1,\,1,0,00055739
49,abysmally,r,1,0,[],1,0,['00055101']
50,academically,r,1,1,\,1,1,00121286
51,accelerando,r,1,2,"['\\', ';']",1,0,['00264927']
52,acceptably,r,1,2,"['!', '\\']",1,0,['00055312']
53,accidentally,r,3,2,"['!', '\\']",3,1,"['00040547', '00212411', '00062650']"
54,accommodatingly,r,1,1,\,1,0,00231620
55,accordingly,r,2,0,2,2,00062857,00063089
56,accurately,r,2,2,"['!', '\\']",2,2,"['00204523', '00204798']"
57,accusingly,r,1,1,\,1,1,00066418
58,acoustically,r,1,1,\,1,1,00134843
59,across,r,2,0,2,2,00272951,00272844
60,across_the_board,r,1,1,\,1,0,00150925
61,across_the_country,r,1,0,[],1,0,['00407215']
62,across_the_nation,r,1,0,[],1,1,['00407215']
63,actively,r,1,2,"['!', '\\']",1,1,['00079617']
64,actually,r,4,1,['\\'],4,2,"['00149510', '00149138', '00150003', '00149744']"
65,acutely,r,4,2,"['!', '\\']",4,2,"['00502325', '00140759', '00503102', '00272587']"
66,ad,r,1,0,[],1,0,['00001837']
67,ad_hoc,r,1,0,[],1,1,['00250987']
68,ad_infinitum,r,1,1,\,1,1,00087777
69,ad_interim,r,1,0,[],1,0,['00088549']
70,ad_lib,r,1,0,[],1,0,['00088655']
71,ad_libitum,r,1,0,[],1,0,['00088655']
72,ad_nauseam,r,1,0,[],1,0,['00251073']
73,ad_val,r,1,0,[],1,0,['00251166']
74,ad_valorem,r,1,0,[],1,0,['00251166']
75,adagio,r,1,2,"['\\', ';']",1,0,['00265059']
76,adamantly,r,1,1,\,1,1,00177174
77,adaxially,r,1,2,"['!', '\\']",1,0,['00512597']
78,additionally,r,1,0,[],1,1,['00046167']
79,adequately,r,1,2,"['!', '\\']",1,1,['00369718']
80,adjectivally,r,1,1,\,1,0,00512691
81,adjectively,r,1,1,\,1,0,00267321
82,administratively,r,1,1,\,1,0,00265166
83,admirably,r,1,1,\,1,1,00218886
84,admiringly,r,1,0,[],1,0,['00055859']
85,admittedly,r,1,0,[],1,1,['00184284']
86,adorably,r,1,1,\,1,0,00265298
87,adoringly,r,1,1,\,1,0,00055949
88,adrift,r,2,1,['\\'],2,0,"['00267704', '00267558']"
89,adroitly,r,1,2,"['!', '\\']",1,1,['00056054']
90,adulterously,r,1,1,\,1,0,00134964
91,advantageously,r,1,2,"['!', '\\']",1,0,['00013793']
92,adverbially,r,1,1,\,1,0,00267435
93,adversely,r,1,1,\,1,0,00261102
94,advertently,r,1,2,"['!', '\\']",1,0,['00153681']
95,advisedly,r,1,0,[],1,1,['00062330']
96,aerially,r,1,1,\,1,0,00202718
97,aesthetically,r,1,1,\,1,0,00261231
98,afar,r,1,0,[],1,1,['00100883']
99,affably,r,1,1,\,1,1,00220052
100,affectedly,r,1,1,\,1,0,00066527
101,affectingly,r,1,1,\,1,1,00066605
102,affectionately,r,1,1,\,1,1,00077747
103,affirmatively,r,1,1,\,1,0,00512790
104,afield,r,3,0,[],3,0,"['00263180', '00262971', '00262847']"
105,afoot,r,1,1,\,1,1,00239064
106,afresh,r,1,0,[],1,0,['00112843']
107,aft,r,1,1,!,1,1,00275409
108,after,r,2,0,2,1,00061203,00508070
109,after_a_fashion,r,1,0,[],1,1,['00151040']
110,after_all,r,2,0,2,2,00151149,00151305
111,after_hours,r,1,0,[],1,0,['00151426']
112,afterward,r,1,0,[],1,1,['00061203']
113,afterwards,r,1,0,[],1,1,['00061203']
114,again,r,1,0,[],1,1,['00040365']
115,again_and_again,r,1,0,[],1,1,['00176981']
116,against_the_clock,r,1,0,[],1,0,['00151521']
117,against_the_wind,r,1,0,[],1,0,['00094893']
118,against_time,r,1,0,[],1,0,['00151521']
119,aggravatingly,r,1,1,\,1,1,00508884
120,aggressively,r,1,1,\,1,0,00049947
121,agilely,r,1,1,\,1,1,00189615
122,ago,r,1,0,[],1,1,['00074095']
123,agonizingly,r,1,1,\,1,0,00261389
124,agreeably,r,1,2,"['!', '\\']",1,1,['00219110']
125,aground,r,1,0,[],1,0,['00270011']
126,ahead,r,7,1,['!'],7,4,"['00066781', '00075442', '00067265', '00067045', '00068070', '00067823', '00067513']"
127,ahead_of_the_game,r,1,0,[],1,0,['00151655']
128,ahead_of_time,r,1,0,[],1,0,['00100082']
129,ahorse,r,1,0,[],1,0,['00002436']
130,ahorseback,r,1,0,[],1,0,['00002436']
131,aimlessly,r,1,1,\,1,1,00205808
132,airily,r,1,0,[],1,1,['00341835']
133,akimbo,r,1,0,[],1,0,['00270110']
134,alarmingly,r,1,1,\,1,1,00005674
135,alas,r,1,0,[],1,0,['00042769']
136,alee,r,1,0,[],1,0,['00270218']
137,alertly,r,1,1,\,1,1,00270292
138,alfresco,r,1,0,[],1,0,['00110659']
139,algebraically,r,1,1,\,1,1,00131550
140,alias,r,1,0,[],1,0,['00270446']
141,alike,r,2,0,2,1,00069672,00069603
142,all,r,1,1,;,1,1,00008007
143,all-fired,r,1,1,;,1,0,00025144
144,all_along,r,1,0,[],1,1,['00068215']
145,all_at_once,r,2,0,2,2,00461834,00151957
146,all_day_long,r,1,0,[],1,0,['00304787']
147,all_in_all,r,1,0,[],1,1,['00151755']
148,all_of_a_sudden,r,2,0,2,2,00151957,00061677
149,all_over,r,2,1,[';'],2,2,"['00198039', '00025728']"
150,all_right,r,3,1,[';'],3,3,"['00053004', '00053152', '00015471']"
151,all_the_same,r,1,0,[],1,1,['00027384']
152,all_the_time,r,1,0,[],1,1,['00157000']
153,all_the_way,r,3,0,[],3,2,"['00152066', '00285854', '00152173']"
154,all_together,r,2,0,2,1,00461834,00063774
155,all_told,r,1,0,[],1,1,['00063630']
156,all_too,r,1,0,[],1,1,['00250258']
157,allegedly,r,1,1,\,1,0,00154307
158,allegorically,r,1,1,\,1,0,00135198
159,allegretto,r,1,2,"['\\', ';']",1,0,['00270581']
160,allegro,r,1,2,"['\\', ';']",1,0,['00270713']
161,alliteratively,r,1,1,\,1,0,00270842
162,allowably,r,1,0,[],1,0,['00086926']
163,almost,r,1,0,[],1,1,['00073033']
164,aloft,r,4,0,[],4,0,"['00499084', '00499004', '00498610', '00498499']"
165,alone,r,2,1,['\\'],2,2,"['00008600', '00157967']"
166,along,r,5,0,[],5,4,"['00068368', '00068577', '00068986', '00068753', '00069164']"
167,alongside,r,1,0,[],1,0,['00250056']
168,aloof,r,1,1,\,1,0,00122816
169,aloud,r,2,0,2,2,00069771,00069901
170,alphabetically,r,1,1,\,1,0,00202833
171,already,r,1,0,[],1,1,['00031798']
172,alright,r,3,1,[';'],3,0,"['00053152', '00053004', '00015471']"
173,also,r,1,0,[],1,1,['00047534']
174,also_known_as,r,1,0,[],1,1,['00270446']
175,alternately,r,1,1,\,1,1,00137562
176,alternatively,r,1,1,\,1,1,00063172
177,altogether,r,3,1,[';'],3,2,"['00008007', '00063630', '00151755']"
178,altruistically,r,1,1,\,1,0,00270974
179,always,r,5,0,[],5,1,"['00019339', '00020476', '00020280', '00019757', '00019609']"
180,amain,r,2,0,2,0,00273133,00273048
181,amateurishly,r,1,1,!,1,0,00214433
182,amazingly,r,1,1,\,1,0,00213301
183,ambiguously,r,1,2,"['!', '\\']",1,0,['00220323']
184,ambitiously,r,1,2,"['!', '\\']",1,0,['00262206']
185,amiably,r,1,1,\,1,0,00220052
186,amicably,r,1,1,\,1,0,00262552
187,amidship,r,2,0,2,0,00402030,00273238
188,amidships,r,1,0,[],1,0,['00402030']
189,amiss,r,3,0,[],3,0,"['00271998', '00010276', '00010047']"
190,amok,r,2,1,['\\'],2,0,"['00273504', '00273306']"
191,amorally,r,1,0,[],1,0,['00364623']
192,amorously,r,1,1,\,1,0,00267950
193,amply,r,2,2,"['!', '\\']",2,1,"['00397016', '00178909']"
194,amuck,r,2,1,['\\'],2,0,"['00273504', '00273306']"
195,amusingly,r,1,1,\,1,0,00094177
196,anachronistically,r,1,1,\,1,1,00228112
197,analogously,r,1,1,\,1,1,00070650
198,analytically,r,1,1,\,1,1,00240533
199,anarchically,r,1,1,\,1,0,00240865
200,anatomically,r,1,1,\,1,1,00064083
201,anciently,r,1,1,\,1,1,00005210
202,and_how,r,1,0,[],1,0,['00152345']
203,and_so,r,1,0,[],1,0,['00117620']
204,and_so_forth,r,1,0,[],1,1,['00103664']
205,and_so_on,r,1,0,[],1,1,['00103664']
206,and_then,r,1,0,[],1,1,['00117620']
207,and_then_some,r,1,0,[],1,0,['00152440']
208,andante,r,1,2,"['\\', ';']",1,0,['00267812']
209,anew,r,1,0,[],1,1,['00112843']
210,angelically,r,1,1,\,1,0,00268056
211,angrily,r,1,1,\,1,1,00227323
212,animatedly,r,1,1,\,1,0,00263323
213,anisotropically,r,1,1,\,1,0,00003294
214,anno_domini,r,1,0,[],1,0,['00001837']
215,annoyingly,r,1,1,\,1,0,00003380
216,annually,r,2,1,['\\'],2,1,"['00081737', '00250570']"
217,anomalously,r,1,1,\,1,0,00271152
218,anon,r,2,1,[';'],2,0,"['00035320', '00033809']"
219,anonymously,r,1,1,\,1,0,00262655
220,antagonistically,r,1,1,\,1,0,00265438
221,ante_meridiem,r,1,1,;,1,0,00251304
222,antecedently,r,1,1,\,1,0,00060632
223,anteriorly,r,1,1,\,1,0,00265579
224,anticlockwise,r,1,0,[],1,0,['00254059']
225,antithetically,r,1,1,\,1,0,00273649
226,anxiously,r,1,1,\,1,1,00185970
227,any,r,1,0,[],1,1,['00024509']
228,any_longer,r,1,0,[],1,1,['00031606']
229,anyhow,r,2,0,2,1,00026571,00027258
230,anymore,r,1,0,[],1,1,['00031606']
231,anyplace,r,1,1,;,1,0,00025290
232,anyway,r,2,0,2,1,00026571,00027258
233,anyways,r,1,0,[],1,0,['00026571']
234,anywhere,r,1,1,;,1,1,00025290
235,apace,r,1,0,[],1,0,['00085811']
236,apart,r,6,0,[],6,3,"['00181075', '00180756', '00234389', '00234201', '00181253', '00180944']"
237,apathetically,r,1,1,\,1,0,00265660
238,apiece,r,1,0,[],1,1,['00239908']
239,apologetically,r,1,1,\,1,1,00174106
240,appallingly,r,1,1,\,1,0,00261575
241,apparently,r,2,2,"['\\', ';']",2,1,"['00039941', '00039318']"
242,appealingly,r,1,2,"['!', '\\']",1,0,['00261694']
243,appositively,r,1,1,\,1,0,00121413
244,appreciably,r,1,1,\,1,1,00006610
245,appreciatively,r,1,2,"['!', '\\']",1,0,['00271264']
246,apprehensively,r,1,1,\,1,0,00185970
247,appropriately,r,1,2,"['!', '\\']",1,1,['00139508']
248,approvingly,r,1,2,"['!', '\\']",1,1,['00261966']
249,approximately,r,1,0,[],1,1,['00007015']
250,apropos,r,2,0,2,0,00273752,00156222
251,aptly,r,1,1,\,1,0,00185172
252,arbitrarily,r,1,0,[],1,1,['00070765']
253,architecturally,r,1,1,\,1,0,00268165
254,archly,r,1,1,\,1,0,00274160
255,ardently,r,1,1,\,1,0,00265782
256,arduously,r,1,1,\,1,0,00274268
257,arguably,r,1,1,\,1,0,00005343
258,argumentatively,r,1,1,\,1,0,00318830
259,aright,r,1,0,[],1,0,['00203922']
260,aristocratically,r,1,1,\,1,0,00202955
261,arithmetically,r,1,1,\,1,0,00271625
262,around,r,10,0,[],10,9,"['00071165', '00071601', '00072329', '00071741', '00007015', '00072201', '00072043', '00071840', '00071050', '00071456']"
263,around_the_clock,r,1,0,[],1,0,['00152559']
264,arrogantly,r,1,1,\,1,1,00266016
265,artfully,r,3,1,['\\'],3,1,"['00245953', '00315595', '00293926']"
266,articulately,r,2,2,"['!', '\\']",2,0,"['00327848', '00268312']"
267,artificially,r,1,2,"['!', '\\']",1,1,['00140566']
268,artistically,r,1,1,\,1,1,00248375
269,artlessly,r,2,1,['\\'],2,0,"['00274527', '00274369']"
270,as,r,1,0,[],1,1,['00022131']
271,as_a_formality,r,1,0,[],1,0,['00260328']
272,as_a_group,r,1,0,[],1,1,['00157304']
273,as_a_matter_of_fact,r,1,0,[],1,1,['00148869']
274,as_far_as_possible,r,1,0,[],1,1,['00119230']
275,as_follows,r,1,0,[],1,1,['00152684']
276,as_if_by_magic,r,1,0,[],1,0,['00129788']
277,as_it_is,r,1,0,[],1,1,['00027093']
278,as_it_were,r,1,0,[],1,1,['00152776']
279,as_luck_would_have_it,r,1,0,[],1,0,['00042254']
280,as_much_as_possible,r,1,0,[],1,1,['00119230']
281,as_needed,r,1,0,[],1,1,['00181418']
282,as_required,r,1,0,[],1,1,['00181418']
283,as_such,r,1,0,[],1,1,['00036762']
284,as_the_crow_flies,r,1,0,[],1,0,['00152998']
285,as_usual,r,1,0,[],1,1,['00107144']
286,as_we_say,r,1,0,[],1,1,['00152882']
287,as_well,r,1,0,[],1,1,['00047534']
288,as_yet,r,1,0,[],1,1,['00027918']
289,asap,r,1,0,[],1,0,['00034137']
290,ascetically,r,1,1,\,1,0,00266258
291,asea,r,1,0,[],1,0,['00447578']
292,asexually,r,1,1,\,1,0,00073546
293,ashamedly,r,1,2,"['!', '\\']",1,0,['00266393']
294,ashore,r,1,0,[],1,1,['00139173']
295,aside,r,6,0,[],6,3,"['00233892', '00234052', '00180756', '00234951', '00234201', '00233687']"
296,askance,r,2,0,2,0,00271899,00271751
297,askew,r,1,0,[],1,0,['00272169']
298,aslant,r,2,0,2,0,00274962,00274710
299,asleep,r,2,1,['\\'],2,1,"['00275035', '00275127']"
300,assertively,r,1,2,"['!', '\\']",1,0,['00266490']
301,assiduously,r,1,1,\,1,0,00272305
302,assuredly,r,1,1,\,1,1,00266812
303,astern,r,3,1,[';'],3,0,"['00275872', '00275409', '00275201']"
304,astonishingly,r,1,1,\,1,1,00213301
305,astraddle,r,1,0,[],1,0,['00275974']
306,astray,r,2,0,2,1,00206386,00495858
307,astride,r,2,0,2,1,00275974,00276076
308,astronomically,r,1,1,\,1,0,00121550
309,astutely,r,1,1,\,1,0,00272587
310,asunder,r,1,0,[],1,0,['00180944']
311,asymmetrically,r,1,1,!,1,1,00175778
312,asymptotically,r,1,1,\,1,1,00073657
313,at_a_loss,r,1,0,[],1,0,['00262773']
314,at_a_low_price,r,1,0,[],1,0,['00158575']
315,at_a_lower_place,r,1,0,[],1,0,['00080039']
316,at_a_time,r,1,0,[],1,1,['00153261']
317,at_all,r,1,0,[],1,1,['00056729']
318,at_all_costs,r,1,0,[],1,0,['00153116']
319,at_an_equal_rate,r,1,0,[],1,0,['00257026']
320,at_any_cost,r,1,0,[],1,0,['00153116']
321,at_any_expense,r,1,0,[],1,0,['00153116']
322,at_any_rate,r,2,1,[';'],2,1,"['00026571', '00104661']"
323,at_arm's_length,r,1,0,[],1,1,['00249549']
324,at_best,r,1,1,!,1,1,00105775
325,at_bottom,r,1,0,[],1,0,['00104099']
326,at_close_range,r,1,0,[],1,1,['00410043']
327,at_first_blush,r,1,0,[],1,0,['00103426']
328,at_first_glance,r,1,0,[],1,1,['00103324']
329,at_first_hand,r,1,0,[],1,0,['00340403']
330,at_first_sight,r,1,0,[],1,1,['00103324']
331,at_heart,r,1,0,[],1,1,['00104099']
332,at_home,r,2,1,[';'],2,1,"['00098267', '00098166']"
333,at_large,r,1,0,[],1,1,['00104233']
334,at_last,r,1,0,[],1,1,['00047903']
335,at_least,r,2,2,"['!', ';']",2,2,"['00104661', '00104345']"
336,at_leisure,r,1,0,[],1,0,['00104990']
337,at_length,r,1,0,[],1,0,['00065575']
338,at_long_last,r,1,0,[],1,0,['00047903']
339,at_most,r,1,1,!,1,1,00104528
340,at_once,r,2,0,2,2,00048739,00153261
341,at_one_time,r,2,0,2,1,00153261,00118965
342,at_present,r,1,0,[],1,1,['00049220']
343,at_random,r,1,0,[],1,1,['00070765']
344,at_stake,r,2,0,2,0,00158936,00158831
345,at_that_place,r,1,0,[],1,0,['00109151']
346,at_the_best,r,1,0,[],1,0,['00105775']
347,at_the_least,r,1,1,!,1,1,00104345
348,at_the_most,r,1,1,!,1,1,00104528
349,at_the_same_time,r,2,0,2,2,00120095,00120223
350,at_the_worst,r,1,0,[],1,0,['00105908']
351,at_times,r,1,0,[],1,1,['00021212']
352,at_will,r,1,0,[],1,0,['00153372']
353,at_worst,r,1,1,!,1,1,00105908
354,athwart,r,2,0,2,0,00276145,00274710
355,atonally,r,1,1,\,1,1,00236668
356,atop,r,1,0,[],1,1,['00276225']
357,atrociously,r,2,1,['\\'],2,1,"['00055101', '00117372']"
358,attentively,r,1,1,\,1,1,00196417
359,attractively,r,1,2,"['!', '\\']",1,0,['00242006']
360,attributively,r,1,2,"['\\', ';']",1,0,['00268651']
361,atypically,r,1,2,"['!', '\\']",1,0,['00128290']
362,audaciously,r,1,1,\,1,0,00266955
363,audibly,r,1,2,"['!', '\\']",1,0,['00268797']
364,aurally,r,1,1,\,1,1,00076681
365,auspiciously,r,1,2,"['!', '\\']",1,1,['00217434']
366,austerely,r,1,1,\,1,0,00276279
367,authentically,r,1,1,\,1,0,00269153
368,authoritatively,r,1,1,\,1,1,00241383
369,autocratically,r,2,1,['\\'],2,0,"['00311430', '00203076']"
370,automatically,r,2,1,['\\'],2,1,"['00005567', '00114029']"
371,avariciously,r,1,1,\,1,0,00276391
372,avidly,r,1,1,\,1,0,00267137
373,avowedly,r,2,1,['\\'],2,0,"['00276528', '00184284']"
374,away,r,11,1,[';'],11,7,"['00232936', '00233295', '00234052', '00234553', '00235254', '00234747', '00235438', '00235570', '00235070', '00234951', '00233687']"
375,awful,r,1,1,;,1,1,00054950
376,awfully,r,3,2,"['\\', ';']",3,1,"['00054950', '00056340', '00055101']"
377,awhile,r,1,0,[],1,1,['00144405']
378,awkwardly,r,1,1,\,1,1,00194737
379,awry,r,2,0,2,1,00271998,00272169
380,axially,r,1,1,\,1,1,00076820
381,axiomatically,r,1,1,\,1,0,00121657
382,b.c.,r,1,0,[],1,0,['00002142']
383,b.c.e.,r,1,0,[],1,0,['00002296']
384,baby-like,r,1,0,[],1,0,['00510393']
385,baby-wise,r,1,0,[],1,1,['00510393']
386,back,r,6,1,['!'],6,6,"['00075161', '00074407', '00075269', '00074201', '00075367', '00074964']"
387,back_and_forth,r,1,0,[],1,1,['00076193']
388,backstage,r,2,1,['\\'],2,0,"['00276840', '00276729']"
389,backward,r,3,1,['!'],3,2,"['00074407', '00075966', '00074201']"
390,backward_and_forward,r,1,0,[],1,1,['00076193']
391,backwards,r,2,0,2,1,00074407,00075966
392,bacterially,r,1,1,\,1,0,00129908
393,bad,r,2,0,2,2,00016458,00016240
394,badly,r,10,3,"['!', '\\', ';']",10,2,"['00015953', '00011516', '00016950', '00016678', '00016458', '00016240', '00014738', '00014014', '00013236', '00012286']"
395,baldly,r,1,1,\,1,0,00277209
396,balefully,r,1,1,\,1,0,00277329
397,balmily,r,1,1,\,1,0,00303930
398,banefully,r,1,1,\,1,0,00277435
399,bang,r,1,1,;,1,1,00277585
400,bannerlike,r,1,0,[],1,1,['00138852']
401,banteringly,r,1,1,\,1,0,00277728
402,barbarously,r,1,1,\,1,0,00277857
403,bareback,r,1,0,[],1,0,['00277970']
404,barebacked,r,1,0,[],1,0,['00277970']
405,barefacedly,r,1,1,\,1,0,00209518
406,barefoot,r,1,0,[],1,1,['00278078']
407,barefooted,r,1,0,[],1,0,['00278078']
408,barely,r,2,1,['\\'],2,2,"['00002621', '00073763']"
409,basely,r,1,1,\,1,0,00397720
410,bashfully,r,1,1,\,1,0,00228910
411,basically,r,1,0,[],1,1,['00003483']
412,bawdily,r,1,1,\,1,0,00278188
413,bc,r,1,0,[],1,0,['00002142']
414,bce,r,1,0,[],1,0,['00002296']
415,beastly,r,1,1,\,1,0,00269032
416,beautifully,r,1,1,\,1,1,00242006
417,becomingly,r,1,1,\,1,0,00278259
418,befittingly,r,1,1,\,1,0,00139508
419,before,r,2,0,2,1,00060939,00066781
420,before_christ,r,1,0,[],1,0,['00002142']
421,before_long,r,1,0,[],1,1,['00033922']
422,beforehand,r,1,0,[],1,0,['00067045']
423,behind,r,5,0,[],5,2,"['00221985', '00222180', '00222879', '00222713', '00222479']"
424,behindhand,r,1,0,[],1,0,['00222479']
425,belatedly,r,1,1,\,1,0,00100267
426,believably,r,2,2,"['!', '\\']",2,1,"['00244641', '00296131']"
427,believingly,r,1,1,!,1,0,00296658
428,belike,r,1,0,[],1,0,['00138611']
429,belligerently,r,1,1,\,1,1,00242478
430,below,r,5,1,['!'],5,4,"['00080039', '00079866', '00258282', '00094396', '00486067']"
431,below_the_belt,r,1,0,[],1,0,['00285266']
432,beneath,r,1,0,[],1,1,['00080039']
433,beneficially,r,1,1,\,1,0,00278366
434,benevolently,r,1,2,"['!', '\\']",1,0,['00394593']
435,benignantly,r,1,1,\,1,0,00278493
436,benignly,r,1,1,\,1,0,00278493
437,beseechingly,r,1,1,\,1,0,00278633
438,besides,r,2,0,2,2,00029037,00047534
439,best,r,3,0,[],3,2,"['00188137', '00188057', '00509846']"
440,best_of_all,r,1,0,[],1,0,['00187953']
441,bestially,r,1,1,\,1,0,00280427
442,betimes,r,1,0,[],1,0,['00100592']
443,better,r,2,0,2,2,00059607,00509846
444,between,r,2,0,2,2,00498387,00250898
445,between_decks,r,1,0,[],1,0,['00498293']
446,betwixt,r,1,0,[],1,0,['00498387']
447,bewilderedly,r,1,1,\,1,1,00194834
448,bewilderingly,r,1,0,[],1,1,['00209227']
449,bewitchingly,r,1,1,\,1,0,00278834
450,beyond,r,3,0,[],3,2,"['00045704', '00045897', '00045607']"
451,beyond_a_doubt,r,1,0,[],1,0,['00373216']
452,beyond_a_shadow_of_a_doubt,r,1,0,[],1,0,['00373216']
453,beyond_control,r,1,0,[],1,0,['00148422']
454,beyond_doubt,r,1,0,[],1,0,['00373216']
455,beyond_measure,r,1,0,[],1,1,['00046545']
456,biannually,r,1,1,\,1,0,00279174
457,biennially,r,1,1,\,1,0,00279050
458,big,r,4,1,['!'],4,2,"['00226054', '00225672', '00225892', '00225805']"
459,bilaterally,r,2,1,['\\'],2,0,"['00252965', '00252872']"
460,bilingually,r,1,1,\,1,0,00129426
461,bimonthly,r,2,1,['\\'],2,0,"['00255181', '00255075']"
462,binaurally,r,1,2,"['!', '\\']",1,0,['00207945']
463,biochemically,r,1,1,\,1,0,00133987
464,biologically,r,1,1,\,1,0,00133613
465,biradially,r,1,1,\,1,0,00052659
466,bit_by_bit,r,2,0,2,0,00422281,00107987
467,bitingly,r,1,1,\,1,0,00422435
468,bitter,r,1,0,[],1,0,['00422435']
469,bitterly,r,3,1,['\\'],3,2,"['00052762', '00052882', '00422435']"
470,biweekly,r,2,1,['\\'],2,0,"['00254851', '00254711']"
471,biyearly,r,2,1,['\\'],2,0,"['00279050', '00255315']"
472,blamelessly,r,1,1,\,1,0,00498747
473,blandly,r,1,1,\,1,1,00183716
474,blankly,r,1,1,\,1,0,00279278
475,blasphemously,r,1,1,\,1,0,00279398
476,blatantly,r,1,1,\,1,0,00253498
477,bleakly,r,1,1,\,1,1,00175255
478,blessedly,r,1,1,\,1,0,00003771
479,blindly,r,2,1,['\\'],2,2,"['00173992', '00064189']"
480,blissfully,r,1,1,\,1,1,00274842
481,blithely,r,1,1,\,1,1,00050297
482,bloodily,r,1,2,"['!', '\\']",1,0,['00269488']
483,bloodlessly,r,1,2,"['!', '\\']",1,0,['00269299']
484,bloody,r,1,1,;,1,0,00025144
485,bluffly,r,1,1,\,1,0,00279523
486,bluntly,r,1,1,\,1,0,00279523
487,boastfully,r,1,1,\,1,1,00225672
488,bodily,r,1,1,\,1,1,00226353
489,body_and_soul,r,1,0,[],1,0,['00164353']
490,boiling,r,1,1,;,1,0,00003846
491,boisterously,r,1,1,\,1,0,00221287
492,boldly,r,1,1,\,1,1,00185051
493,bolt,r,2,1,[';'],2,1,"['00194578', '00277585']"
494,bombastically,r,2,1,['\\'],2,0,"['00269726', '00269588']"
495,bonnily,r,1,1,\,1,0,00498933
496,boorishly,r,1,1,\,1,0,00279763
497,boringly,r,1,1,\,1,0,00215048
498,boundlessly,r,1,1,\,1,0,00225264
499,bounteously,r,1,1,\,1,0,00279867
500,bountifully,r,1,1,\,1,0,00279867
501,boyishly,r,1,1,\,1,0,00269881
502,boylike,r,1,1,\,1,0,00269881
503,brashly,r,1,1,\,1,0,00284319
504,bravely,r,1,1,\,1,1,00172980
505,brazenly,r,1,1,\,1,1,00076948
506,breadthways,r,1,0,[],1,0,['00280042']
507,breadthwise,r,1,0,[],1,0,['00280042']
508,breast-deep,r,1,0,[],1,0,['00258904']
509,breast-high,r,1,0,[],1,0,['00258904']
510,breathlessly,r,1,1,\,1,1,00219748
511,breezily,r,1,1,\,1,0,00280168
512,briefly,r,2,1,['\\'],2,2,"['00092682', '00289860']"
513,bright,r,1,0,[],1,1,['00077168']
514,brightly,r,1,1,\,1,1,00077168
515,brilliantly,r,2,1,['\\'],2,2,"['00077168', '00077042']"
516,briskly,r,1,1,\,1,1,00280283
517,broad-mindedly,r,1,2,"['!', '\\']",1,0,['00406868']
518,broadly,r,2,2,"['!', '\\']",2,1,"['00221583', '00221795']"
519,broadly_speaking,r,1,0,[],1,0,['00221583']
520,broadside,r,1,0,[],1,0,['00453422']
521,broadwise,r,1,0,[],1,0,['00280042']
